case_id,cnr_number,district,court_type,case_type,case_subtype,acts_and_sections,case_status,filed_date,last_hearing_date,petitioner_status,number_of_petitioners,number_of_respondents,petitioner_has_legal_aid,is_government_litigant,judge_id,judge_efficiency_score,evidence_complexity_score,is_bailable,fir_number,undertrial_duration_months,dispute_value_inr,is_commercial_dispute,case_age_days,adjournments_count,priority_score
CASE20255741,KA3908-726276-2016,Pallavaram,District Court,Criminal,Cybercrime,POCSO Act,Evidence,23-03-2013,16-09-2014,Normal,1,3,FALSE,FALSE,JUDGE-10,0.874007546,2,Bailable,FIR-664/2025,0,,FALSE,4585,60,41
CASE20255742,KA6409-281728-2018,Nandyal,District Court,Civil,Contract Breach,Civil Procedure Code,Evidence,19-12-2013,16-08-2015,Senior Citizen,4,5,FALSE,TRUE,JUDGE-18,0.982453115,5,,,0,3284212,FALSE,4314,19,53.2
CASE20255743,KA6907-301011-2020,Bokaro,High Court,Commercial,Insolvency,"Companies Act, 2013",Pleadings,10-11-2013,15-07-2014,Normal,3,1,FALSE,FALSE,JUDGE-2,1.372803497,2,,,0,72175020,TRUE,4353,29,49.7
CASE20255744,KA1905-109036-2011,Pallavaram,District Court,Criminal,Assault,IPC 420,Summons,05-03-2011,09-03-2012,Woman/Child,4,7,FALSE,FALSE,JUDGE-2,1.372803497,7,Bailable,FIR-599/2025,0,,FALSE,5334,43,56.4
CASE20255745,KA1401-695551-2010,Secunderabad,High Court,Criminal,Cybercrime,POCSO Act,Pleadings,15-06-2023,04-12-2023,Woman/Child,2,1,FALSE,FALSE,JUDGE-5,1.277799327,5,Bailable,FIR-252/2025,0,,FALSE,849,24,30.52
CASE20255746,KA5401-639194-2022,Morbi,District Court,Civil,Tort Claim,Civil Procedure Code,Summons,05-03-2016,27-04-2016,Normal,2,2,TRUE,FALSE,JUDGE-13,1.153669741,1,,,0,4358629,FALSE,3507,37,35.62
CASE20255747,KA7402-590108-2014,Durg,High Court,Commercial,Insolvency,"Companies Act, 2013",Arguments,30-12-2024,08-11-2026,Normal,3,5,TRUE,FALSE,JUDGE-19,1.403128866,5,,,0,89887455,TRUE,285,13,23.35
CASE20255748,KA6701-463146-2014,Coimbatore,District Court,Criminal,Cybercrime,IPC 302,Evidence,29-07-2023,06-10-2023,Corporation,4,1,TRUE,FALSE,JUDGE-20,0.760254494,5,Bailable,FIR-863/2025,0,,FALSE,805,25,15.51
CASE20255749,KA6808-714094-2018,Bongaigaon,Magistrate Court,Criminal,Cybercrime,IPC 302,Arguments,04-03-2022,11-11-2022,Normal,2,6,FALSE,TRUE,JUDGE-18,0.982453115,1,Non-Bailable,FIR-317/2025,0,,FALSE,1317,63,39.52
CASE20255750,KA9501-120069-2017,Kulti,High Court,Criminal,Assault,IPC 302,Arguments,11-09-2020,15-05-2021,Normal,2,4,FALSE,TRUE,JUDGE-19,1.403128866,7,Non-Bailable,FIR-522/2025,0,,FALSE,1856,56,46.21
CASE20255751,KA1304-658794-2016,Anantapuram,District Court,Criminal,Assault,NDPS Act,Summons,06-05-2025,16-05-2026,Normal,2,5,FALSE,FALSE,JUDGE-10,0.874007546,3,Bailable,FIR-719/2025,0,,FALSE,158,58,17.58
CASE20255752,KA1207-849237-2021,Mirzapur,District Court,Criminal,Dowry,NDPS Act,Summons,09-07-2012,13-01-2014,Corporation,1,4,FALSE,TRUE,JUDGE-1,0.940730844,6,Non-Bailable,FIR-449/2025,0,,FALSE,4842,14,47.2
CASE20255753,KA5904-600518-2012,Jodhpur,High Court,Criminal,Theft,NDPS Act,Evidence,23-09-2019,25-02-2020,Normal,5,3,FALSE,TRUE,JUDGE-14,1.482045073,7,Non-Bailable,FIR-71/2025,0,,FALSE,2210,46,47.44
CASE20255754,KA1709-424170-2012,Khammam,District Court,Criminal,Fraud,POCSO Act,Pleadings,25-04-2012,05-09-2012,Normal,4,5,FALSE,FALSE,JUDGE-4,0.735865936,3,Bailable,FIR-876/2025,0,,FALSE,4917,37,37.6
CASE20255755,KA3309-585006-2022,Jamnagar,District Court,Civil,Land Dispute,Civil Procedure Code,Evidence,19-12-2020,05-10-2022,Undertrial,2,4,TRUE,FALSE,JUDGE-13,1.153669741,7,,,0,4430758,FALSE,1757,50,55.53
CASE20255756,KA7102-606989-2023,Nandyal,District Court,Family,Maintenance,Civil Procedure Code,Arguments,12-09-2021,22-07-2023,Undertrial,2,1,FALSE,TRUE,JUDGE-7,1.023783949,4,,,0,0,FALSE,1490,42,54.81
CASE20255757,KA6801-210298-2014,Ranchi,District Court,Criminal,Dowry,POCSO Act,Order Pending,12-12-2010,25-02-2011,Corporation,2,2,TRUE,TRUE,JUDGE-3,1.394636182,2,Bailable,FIR-193/2025,0,,FALSE,5417,26,38.8
CASE20255758,KA3501-903003-2017,Amritsar,District Court,Property,Inheritance,Civil Procedure Code,Evidence,10-05-2020,13-12-2020,Undertrial,4,7,FALSE,FALSE,JUDGE-6,0.824435775,5,,,0,3310522,FALSE,1980,45,54.56
CASE20255759,KA4704-327341-2019,Hyderabad,District Court,Criminal,Fraud,IPC 420,Summons,16-08-2019,01-02-2020,Normal,4,7,FALSE,FALSE,JUDGE-3,1.394636182,5,Bailable,FIR-401/2025,0,,FALSE,2248,30,26.9
CASE20255760,KA9901-558439-2024,Bilaspur,District Court,Criminal,Theft,POCSO Act,Evidence,29-12-2019,22-04-2020,Normal,3,7,FALSE,FALSE,JUDGE-2,1.372803497,9,Bailable,FIR-150/2025,0,,FALSE,2113,28,27.37
CASE20255761,KA1105-105426-2016,Mumbai,High Court,Civil,Land Dispute,Civil Procedure Code,Pleadings,10-08-2014,13-10-2015,Undertrial,5,5,TRUE,FALSE,JUDGE-5,1.277799327,5,,,0,557648,FALSE,4080,74,67.5
CASE20255762,KA6004-996936-2016,Tirunelveli,District Court,Criminal,Assault,IPC 420,Pleadings,06-09-2025,29-08-2026,Senior Citizen,3,1,FALSE,FALSE,JUDGE-12,0.640932752,3,Non-Bailable,FIR-626/2025,0,,FALSE,35,71,41.74
CASE20255763,KA3509-392861-2023,Nangloi Jat,District Court,Criminal,Theft,IPC 302,Evidence,18-03-2011,03-01-2012,Undertrial,2,7,FALSE,FALSE,JUDGE-18,0.982453115,2,Bailable,FIR-307/2025,33,,FALSE,5321,21,67.3
CASE20255764,KA9103-906464-2018,Sikar,District Court,Civil,Eviction,Civil Procedure Code,Order Pending,16-11-2011,26-08-2013,Undertrial,2,7,FALSE,FALSE,JUDGE-3,1.394636182,3,,,0,1579170,FALSE,5078,72,66.5
CASE20255765,KA7306-103082-2011,Gulbarga,District Court,Criminal,Assault,IPC 302,Order Pending,13-08-2013,06-07-2015,Normal,1,3,FALSE,FALSE,JUDGE-20,0.760254494,1,Bailable,FIR-837/2025,0,,FALSE,4442,6,27.3
CASE20255766,KA2609-651548-2012,Amravati,Magistrate Court,Family,Maintenance,Civil Procedure Code,Summons,16-08-2022,04-10-2023,Normal,5,7,FALSE,FALSE,JUDGE-2,1.372803497,1,,,0,0,FALSE,1152,0,8.39
CASE20255767,KA7902-955071-2019,Bhind,District Court,Criminal,Cybercrime,IPC 420,Summons,17-01-2024,08-08-2024,Normal,5,1,FALSE,TRUE,JUDGE-18,0.982453115,8,Non-Bailable,FIR-312/2025,0,,FALSE,633,6,25.14
CASE20255768,KA7409-457963-2016,Nagercoil,District Court,Family,Divorce,Civil Procedure Code,Evidence,07-10-2022,06-03-2024,Undertrial,1,7,FALSE,FALSE,JUDGE-7,1.023783949,8,,,0,0,FALSE,1100,28,44.93
CASE20255769,KA4103-281298-2014,Moradabad,District Court,Civil,Eviction,Civil Procedure Code,Evidence,26-03-2022,13-01-2023,Normal,2,6,FALSE,FALSE,JUDGE-11,0.648393063,5,,,0,3316248,FALSE,1295,50,26.37
CASE20255770,KA9906-149156-2017,Shivpuri,District Court,Civil,Tort Claim,Civil Procedure Code,Evidence,09-05-2015,13-04-2016,Normal,2,6,TRUE,FALSE,JUDGE-4,0.735865936,7,,,0,1894111,FALSE,3808,69,43.5
CASE20255771,KA2403-676379-2018,Dindigul,District Court,Criminal,Assault,NDPS Act,Arguments,11-10-2013,14-07-2014,Normal,4,4,FALSE,FALSE,JUDGE-3,1.394636182,8,Non-Bailable,FIR-766/2025,0,,FALSE,4383,49,53.7
CASE20255772,KA3506-995096-2020,Guntur,District Court,Civil,Eviction,Civil Procedure Code,Order Pending,17-01-2022,06-09-2023,Normal,3,3,FALSE,FALSE,JUDGE-14,1.482045073,4,,,0,3207116,FALSE,1363,59,26.34
CASE20255773,KA5406-512468-2012,Dewas,District Court,Criminal,Dowry,NDPS Act,Evidence,20-04-2015,27-07-2016,Normal,4,6,FALSE,FALSE,JUDGE-14,1.482045073,9,Bailable,FIR-930/2025,0,,FALSE,3827,6,31.3
CASE20255774,KA9001-181692-2019,Dibrugarh,High Court,Civil,Eviction,Civil Procedure Code,Arguments,03-11-2017,10-12-2017,Undertrial,4,3,FALSE,FALSE,JUDGE-3,1.394636182,7,,,0,3869993,FALSE,2899,57,63.36
CASE20255775,KA7303-767650-2014,Panihati,District Court,Family,Divorce,Civil Procedure Code,Order Pending,06-01-2023,24-04-2024,Woman/Child,5,7,FALSE,FALSE,JUDGE-11,0.648393063,2,,,0,0,FALSE,1009,25,30.41
CASE20255776,KA3202-517512-2020,Gorakhpur,Magistrate Court,Criminal,Cybercrime,IPC 420,Order Pending,07-11-2023,24-03-2024,Undertrial,5,1,FALSE,TRUE,JUDGE-2,1.372803497,9,Bailable,FIR-891/2025,17,,FALSE,704,40,58.41
CASE20255777,KA8308-670263-2016,Ramagundam,High Court,Civil,Eviction,Civil Procedure Code,Arguments,23-08-2011,14-01-2013,Normal,5,1,FALSE,TRUE,JUDGE-8,1.203428678,4,,,0,3044723,FALSE,5163,5,33.5
CASE20255778,KA1107-836777-2019,Chandrapur,District Court,Civil,Contract Breach,Civil Procedure Code,Arguments,03-01-2021,26-04-2022,Normal,3,6,FALSE,FALSE,JUDGE-6,0.824435775,5,,,0,3176990,FALSE,1742,27,22.53
CASE20255779,KA5603-541717-2019,Vellore,High Court,Criminal,Cybercrime,POCSO Act,Order Pending,22-06-2018,29-11-2019,Normal,2,6,FALSE,TRUE,JUDGE-19,1.403128866,6,Bailable,FIR-416/2025,0,,FALSE,2668,37,37.37
CASE20255780,KA5003-478518-2013,Davanagere,District Court,Criminal,Theft,POCSO Act,Evidence,19-05-2024,18-04-2025,Normal,4,5,TRUE,FALSE,JUDGE-8,1.203428678,7,Non-Bailable,FIR-454/2025,0,,FALSE,510,69,31.99
CASE20255781,KA1003-780879-2022,Sultan Pur Majra,District Court,Family,Child Custody,Civil Procedure Code,Evidence,31-12-2022,30-09-2023,Normal,2,2,FALSE,FALSE,JUDGE-2,1.372803497,1,,,0,0,FALSE,1015,47,21.55
CASE20255782,KA5002-809402-2024,Shimoga,High Court,Commercial,Insolvency,"Companies Act, 2013",Summons,16-06-2022,24-07-2022,Undertrial,2,7,FALSE,FALSE,JUDGE-12,0.640932752,1,,,0,52466178,TRUE,1213,34,59.01
CASE20255783,KA6302-977331-2021,Mau,District Court,Civil,Contract Breach,Civil Procedure Code,Arguments,17-01-2023,04-02-2024,Undertrial,2,2,TRUE,FALSE,JUDGE-15,0.60039864,8,,,0,1517310,FALSE,998,15,40.34
CASE20255784,KA2903-229572-2010,Haridwar,District Court,Criminal,Cybercrime,IPC 420,Arguments,06-08-2014,06-09-2014,Normal,1,6,FALSE,FALSE,JUDGE-12,0.640932752,10,Bailable,FIR-39/2025,0,,FALSE,4084,62,45
CASE20255785,KA8904-783559-2015,Gopalpur,High Court,Criminal,Cybercrime,NDPS Act,Evidence,02-11-2014,03-04-2015,Senior Citizen,5,6,TRUE,FALSE,JUDGE-15,0.60039864,7,Non-Bailable,FIR-334/2025,0,,FALSE,3996,2,54.1
CASE20255786,KA9008-320015-2014,Secunderabad,District Court,Property,Inheritance,Civil Procedure Code,Evidence,18-09-2011,01-01-2013,Normal,1,7,FALSE,FALSE,JUDGE-15,0.60039864,4,,,0,2452790,FALSE,5137,18,32.4
CASE20255787,KA7602-170613-2012,Surendranagar Dudhrej,District Court,Criminal,Theft,IPC 302,Summons,19-06-2014,21-09-2015,Normal,3,6,TRUE,FALSE,JUDGE-4,0.735865936,7,Bailable,FIR-897/2025,0,,FALSE,4132,50,43.5
CASE20255788,KA5101-670116-2014,Nanded,District Court,Civil,Land Dispute,Civil Procedure Code,Summons,27-09-2019,02-12-2020,Undertrial,3,7,FALSE,FALSE,JUDGE-18,0.982453115,9,,,0,2763093,FALSE,2206,48,59.01
CASE20255789,KA3604-558533-2022,Mira-Bhayandar,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Summons,03-05-2021,30-08-2022,Undertrial,2,3,FALSE,FALSE,JUDGE-9,0.857957551,7,,,0,52549999,TRUE,1622,45,68.11
CASE20255790,KA2905-965023-2014,Gurgaon,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Pleadings,15-05-2016,01-01-2018,Normal,5,1,FALSE,FALSE,JUDGE-15,0.60039864,9,,,0,44835967,TRUE,3436,39,54.73
CASE20255791,KA6501-515638-2024,Guwahati,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Arguments,31-10-2018,20-04-2019,Normal,5,2,TRUE,TRUE,JUDGE-18,0.982453115,7,,,0,47070319,TRUE,2537,12,44.48
CASE20255792,KA5407-578529-2020,Siwan,District Court,Civil,Eviction,Civil Procedure Code,Summons,25-01-2018,28-07-2018,Normal,4,3,FALSE,FALSE,JUDGE-18,0.982453115,6,,,0,2424759,FALSE,2816,61,37.29
CASE20255793,KA8202-496040-2014,Bhind,District Court,Criminal,Assault,NDPS Act,Summons,26-06-2023,29-10-2023,Normal,3,3,FALSE,FALSE,JUDGE-17,1.392299379,2,Bailable,FIR-818/2025,0,,FALSE,838,53,21.74
CASE20255794,KA9508-267504-2010,Amroha,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Order Pending,20-03-2022,09-03-2024,Corporation,5,2,FALSE,TRUE,JUDGE-16,0.919818682,6,,,0,84810143,TRUE,1301,59,46.91
CASE20255795,KA5401-513237-2023,Bhind,High Court,Civil,Eviction,Civil Procedure Code,Evidence,24-11-2015,10-07-2016,Normal,5,3,TRUE,FALSE,JUDGE-14,1.482045073,10,,,0,2931741,FALSE,3609,17,34.82
CASE20255796,KA3404-132378-2022,Loni,District Court,Property,Partition Suit,Civil Procedure Code,Pleadings,20-06-2022,25-11-2023,Normal,3,7,FALSE,FALSE,JUDGE-19,1.403128866,4,,,0,3118875,FALSE,1209,71,25.28
CASE20255797,KA6804-865606-2014,Adoni,District Court,Property,Inheritance,Civil Procedure Code,Summons,11-03-2015,09-11-2015,Normal,4,4,FALSE,FALSE,JUDGE-20,0.760254494,4,,,0,456499,FALSE,3867,61,42
CASE20255798,KA6306-793456-2017,Gudivada,District Court,Family,Maintenance,Civil Procedure Code,Summons,19-06-2012,29-11-2012,Normal,4,5,FALSE,TRUE,JUDGE-13,1.153669741,3,,,0,0,FALSE,4862,71,46.5
CASE20255799,KA5108-669022-2020,Bhimavaram,Magistrate Court,Criminal,Fraud,IPC 420,Summons,15-02-2024,04-11-2025,Corporation,5,4,TRUE,TRUE,JUDGE-10,0.874007546,10,Bailable,FIR-81/2025,0,,FALSE,604,32,23.74
CASE20255800,KA4004-553340-2014,Sikar,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Arguments,13-02-2021,01-01-2022,Corporation,1,6,FALSE,FALSE,JUDGE-7,1.023783949,9,,,0,53378502,TRUE,1701,61,46.15
CASE20255801,KA7903-408324-2010,Silchar,District Court,Civil,Tort Claim,Civil Procedure Code,Summons,18-10-2013,01-01-2014,Woman/Child,5,3,FALSE,FALSE,JUDGE-11,0.648393063,3,,,0,857894,FALSE,4376,0,41.5
CASE20255802,KA7204-481054-2020,Patiala,District Court,Criminal,Theft,IPC 420,Evidence,12-12-2024,21-06-2025,Normal,1,7,FALSE,FALSE,JUDGE-9,0.857957551,6,Non-Bailable,FIR-331/2025,0,,FALSE,303,70,30.08
CASE20255803,KA4109-120416-2018,Ranchi,District Court,Criminal,Fraud,IPC 420,Summons,19-03-2019,27-03-2020,Normal,1,1,FALSE,FALSE,JUDGE-7,1.023783949,7,Non-Bailable,FIR-895/2025,0,,FALSE,2398,59,44.92
CASE20255804,KA9201-595982-2018,Bilaspur,District Court,Commercial,Insolvency,"Companies Act, 2013",Arguments,13-05-2020,29-12-2021,Normal,1,6,FALSE,FALSE,JUDGE-19,1.403128866,4,,,0,42165684,TRUE,1977,21,36.84
CASE20255805,KA3202-485851-2019,Kadapa,District Court,Family,Maintenance,Civil Procedure Code,Order Pending,23-07-2016,12-03-2018,Normal,5,7,FALSE,FALSE,JUDGE-12,0.640932752,2,,,0,0,FALSE,3367,28,32.46
CASE20255806,KA7509-374592-2010,Firozabad,High Court,Commercial,Insolvency,"Companies Act, 2013",Evidence,01-04-2020,28-09-2020,Normal,1,3,TRUE,FALSE,JUDGE-16,0.919818682,5,,,0,12735902,TRUE,2019,32,40.14
CASE20255807,KA3703-637849-2024,Surat,High Court,Commercial,Insolvency,"Companies Act, 2013",Pleadings,02-05-2017,04-07-2017,Normal,2,1,FALSE,TRUE,JUDGE-6,0.824435775,10,,,0,7562347,TRUE,3084,59,59.88
CASE20255808,KA5301-805003-2020,Ahmednagar,District Court,Criminal,Fraud,POCSO Act,Summons,21-03-2011,29-01-2013,Normal,3,6,FALSE,FALSE,JUDGE-17,1.392299379,2,Non-Bailable,FIR-196/2025,0,,FALSE,5318,62,51
CASE20255809,KA5202-642907-2017,Khandwa,District Court,Criminal,Assault,NDPS Act,Evidence,15-03-2015,25-11-2016,Corporation,1,4,FALSE,FALSE,JUDGE-7,1.023783949,10,Bailable,FIR-823/2025,0,,FALSE,3863,38,41.4
CASE20255810,KA3007-442364-2024,Hospet,District Court,Civil,Tort Claim,Civil Procedure Code,Arguments,06-10-2014,28-02-2016,Normal,4,3,FALSE,FALSE,JUDGE-7,1.023783949,5,,,0,2174740,FALSE,4023,4,28.7
CASE20255811,KA3409-761009-2018,Shivpuri,High Court,Civil,Land Dispute,Civil Procedure Code,Evidence,28-06-2022,26-02-2023,Undertrial,1,5,TRUE,TRUE,JUDGE-7,1.023783949,5,,,0,3014092,FALSE,1201,60,55.73
CASE20255812,KA8007-327374-2018,Tiruchirappalli,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Pleadings,22-07-2011,17-06-2013,Woman/Child,1,5,FALSE,FALSE,JUDGE-9,0.857957551,6,,,0,50546969,TRUE,5195,68,73
CASE20255813,KA2403-245628-2024,Dhule,High Court,Family,Divorce,Civil Procedure Code,Evidence,12-12-2015,21-07-2017,Undertrial,1,6,FALSE,FALSE,JUDGE-9,0.857957551,9,,,0,0,FALSE,3591,1,54.4
CASE20255814,KA6708-941639-2013,Nashik,District Court,Criminal,Fraud,NDPS Act,Evidence,09-01-2020,12-06-2020,Normal,2,2,FALSE,FALSE,JUDGE-10,0.874007546,9,Bailable,FIR-264/2025,0,,FALSE,2102,36,29.7
CASE20255815,KA3001-112270-2014,Aligarh,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Evidence,31-10-2020,24-06-2022,Undertrial,3,5,FALSE,FALSE,JUDGE-1,0.940730844,4,,,0,39937753,TRUE,1806,38,65.77
CASE20255816,KA3904-182997-2010,Visakhapatnam,District Court,Criminal,Dowry,IPC 302,Arguments,12-07-2017,15-05-2019,Normal,5,2,TRUE,FALSE,JUDGE-8,1.203428678,1,Non-Bailable,FIR-586/2025,0,,FALSE,3013,34,41.34
CASE20255817,KA5809-786370-2015,Ichalkaranji,District Court,Civil,Tort Claim,Civil Procedure Code,Summons,20-12-2022,18-09-2024,Normal,5,6,TRUE,FALSE,JUDGE-20,0.760254494,7,,,0,754969,FALSE,1026,42,23.13
CASE20255818,KA4506-873375-2022,Coimbatore,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Evidence,25-10-2019,04-03-2020,Normal,3,1,FALSE,FALSE,JUDGE-9,0.857957551,2,,,0,84027648,TRUE,2178,31,40.22
CASE20255819,KA9404-515408-2010,Nadiad,Magistrate Court,Civil,Tort Claim,Civil Procedure Code,Evidence,15-02-2020,26-04-2021,Normal,5,3,FALSE,FALSE,JUDGE-4,0.735865936,4,,,0,207394,FALSE,2065,51,31.14
CASE20255820,KA4702-902237-2020,Secunderabad,District Court,Criminal,Cybercrime,POCSO Act,Evidence,15-04-2021,11-06-2022,Normal,2,7,FALSE,TRUE,JUDGE-19,1.403128866,2,Bailable,FIR-635/2025,0,,FALSE,1640,50,32.23
CASE20255821,KA7607-764132-2013,Shahjahanpur,District Court,Commercial,Insolvency,"Companies Act, 2013",Summons,16-03-2013,08-10-2013,Normal,1,4,FALSE,TRUE,JUDGE-14,1.482045073,1,,,0,53832615,TRUE,4592,18,50.9
CASE20255822,KA2004-842593-2012,Panihati,District Court,Criminal,Theft,NDPS Act,Evidence,16-06-2020,07-03-2021,Normal,1,4,FALSE,FALSE,JUDGE-2,1.372803497,4,Bailable,FIR-911/2025,0,,FALSE,1943,68,30.31
CASE20255823,KA9508-185541-2014,Gorakhpur,District Court,Civil,Tort Claim,Civil Procedure Code,Summons,18-06-2016,07-10-2016,Normal,3,3,FALSE,TRUE,JUDGE-18,0.982453115,10,,,0,127680,FALSE,3402,12,36.9
CASE20255824,KA3502-770191-2016,Kumbakonam,District Court,Criminal,Dowry,POCSO Act,Order Pending,14-06-2015,11-08-2016,Normal,3,1,FALSE,FALSE,JUDGE-15,0.60039864,10,Bailable,FIR-62/2025,0,,FALSE,3772,31,39.3
CASE20255825,KA2307-601549-2021,Satna,High Court,Civil,Contract Breach,Civil Procedure Code,Evidence,05-09-2012,02-01-2013,Woman/Child,1,4,FALSE,FALSE,JUDGE-10,0.874007546,8,,,0,1776967,FALSE,4784,4,45.2
CASE20255826,KA4908-416336-2015,Parbhani,District Court,Criminal,Assault,IPC 420,Evidence,02-07-2016,18-11-2016,Undertrial,3,1,FALSE,TRUE,JUDGE-14,1.482045073,1,Bailable,FIR-977/2025,58,,FALSE,3388,48,78.11
CASE20255827,KA9608-151623-2015,Gudivada,District Court,Commercial,Insolvency,"Companies Act, 2013",Evidence,02-10-2020,26-03-2021,Undertrial,3,3,FALSE,TRUE,JUDGE-4,0.735865936,5,,,0,33225120,TRUE,1835,21,66.37
CASE20255828,KA9106-174168-2023,Nadiad,District Court,Civil,Land Dispute,Civil Procedure Code,Summons,21-07-2016,26-11-2017,Normal,3,6,FALSE,FALSE,JUDGE-14,1.482045073,6,,,0,2039311,FALSE,3369,72,41.08
CASE20255829,KA3501-744647-2011,Moradabad,District Court,Family,Maintenance,Civil Procedure Code,Evidence,21-04-2022,26-09-2022,Corporation,1,6,FALSE,TRUE,JUDGE-6,0.824435775,1,,,0,0,FALSE,1269,19,19.89
CASE20255830,KA9809-451494-2023,Ongole,High Court,Family,Maintenance,Civil Procedure Code,Evidence,21-03-2020,07-03-2022,Senior Citizen,2,4,FALSE,FALSE,JUDGE-18,0.982453115,9,,,0,0,FALSE,2030,16,38.2
CASE20255831,KA1301-355296-2018,Sikar,District Court,Criminal,Theft,IPC 302,Summons,07-01-2016,12-01-2017,Normal,2,7,FALSE,FALSE,JUDGE-12,0.640932752,1,Bailable,FIR-76/2025,0,,FALSE,3565,57,39.92
CASE20255832,KA3205-571881-2023,Orai,Magistrate Court,Commercial,Insolvency,"Companies Act, 2013",Evidence,11-03-2016,12-07-2016,Normal,1,2,TRUE,TRUE,JUDGE-2,1.372803497,2,,,0,34609918,TRUE,3501,54,59.98
CASE20255833,KA5103-182395-2016,Gandhidham,Magistrate Court,Criminal,Fraud,IPC 420,Evidence,25-12-2014,16-01-2016,Normal,5,2,TRUE,FALSE,JUDGE-17,1.392299379,2,Non-Bailable,FIR-213/2025,0,,FALSE,3943,54,51
CASE20255834,KA7504-536703-2010,Muzaffarnagar,District Court,Civil,Eviction,Civil Procedure Code,Arguments,20-10-2011,24-03-2012,Undertrial,4,7,FALSE,FALSE,JUDGE-1,0.940730844,2,,,0,1822961,FALSE,5105,71,66
CASE20255835,KA8605-510257-2014,Bhusawal,District Court,Criminal,Dowry,IPC 302,Arguments,29-08-2016,25-12-2017,Normal,4,7,FALSE,FALSE,JUDGE-5,1.277799327,8,Bailable,FIR-929/2025,0,,FALSE,3330,38,38.21
CASE20255836,KA8203-440453-2024,Varanasi,District Court,Criminal,Cybercrime,NDPS Act,Summons,11-12-2012,24-02-2014,Undertrial,3,7,FALSE,TRUE,JUDGE-1,0.940730844,9,Non-Bailable,FIR-611/2025,138,,FALSE,4687,25,87
CASE20255837,KA1208-538408-2018,Karawal Nagar,High Court,Criminal,Fraud,POCSO Act,Arguments,31-12-2024,14-12-2025,Normal,1,1,FALSE,FALSE,JUDGE-4,0.735865936,8,Bailable,FIR-931/2025,0,,FALSE,284,54,20.95
CASE20255838,KA8504-321028-2019,Belgaum,High Court,Civil,Contract Breach,Civil Procedure Code,Summons,31-12-2013,26-04-2015,Normal,3,5,FALSE,FALSE,JUDGE-8,1.203428678,6,,,0,1811882,FALSE,4302,31,37.3
CASE20255839,KA4508-786092-2023,Nagpur,Magistrate Court,Civil,Tort Claim,Civil Procedure Code,Evidence,16-09-2017,02-03-2019,Undertrial,3,2,FALSE,TRUE,JUDGE-19,1.403128866,7,,,0,2435759,FALSE,2947,17,58.78
CASE20255840,KA3702-810258-2020,Orai,District Court,Civil,Land Dispute,Civil Procedure Code,Summons,09-01-2017,08-12-2017,Normal,3,7,FALSE,FALSE,JUDGE-18,0.982453115,2,,,0,2217605,FALSE,3197,28,31.3
CASE20255841,KA6408-978926-2011,Guna,District Court,Family,Maintenance,Civil Procedure Code,Summons,14-07-2013,16-05-2015,Normal,1,3,FALSE,FALSE,JUDGE-15,0.60039864,4,,,0,0,FALSE,4472,24,34.2
CASE20255842,KA4507-977014-2015,Saharsa,District Court,Family,Maintenance,Civil Procedure Code,Summons,29-08-2016,30-12-2016,Normal,1,6,TRUE,TRUE,JUDGE-20,0.760254494,3,,,0,0,FALSE,3330,3,30.21
CASE20255843,KA8403-926589-2015,Korba,District Court,Civil,Land Dispute,Civil Procedure Code,Summons,09-11-2024,04-05-2026,Corporation,1,2,FALSE,FALSE,JUDGE-16,0.919818682,6,,,0,2668236,FALSE,336,35,15.8
CASE20255844,KA8206-309944-2013,Malda,High Court,Criminal,Theft,POCSO Act,Evidence,03-11-2022,26-01-2024,Normal,4,1,FALSE,TRUE,JUDGE-19,1.403128866,3,Non-Bailable,FIR-87/2025,0,,FALSE,1073,74,38.85
CASE20255845,KA3109-855090-2016,Tiruchirappalli,District Court,Civil,Contract Breach,Civil Procedure Code,Evidence,16-05-2014,07-08-2015,Corporation,4,6,FALSE,TRUE,JUDGE-9,0.857957551,4,,,0,3940122,FALSE,4166,27,40.1
CASE20255846,KA3001-397099-2024,Bharatpur,District Court,Criminal,Theft,IPC 302,Evidence,06-07-2023,26-05-2025,Woman/Child,2,4,TRUE,FALSE,JUDGE-20,0.760254494,4,Bailable,FIR-146/2025,0,,FALSE,828,41,34.97
CASE20255847,KA2602-193220-2023,Kalyan-Dombivli,Magistrate Court,Criminal,Fraud,IPC 302,Arguments,19-03-2017,26-04-2018,Undertrial,3,5,FALSE,FALSE,JUDGE-10,0.874007546,6,Bailable,FIR-610/2025,56,,FALSE,3128,38,70.82
CASE20255848,KA5008-360117-2010,Gorakhpur,Magistrate Court,Criminal,Assault,POCSO Act,Arguments,29-03-2023,18-10-2024,Normal,5,3,FALSE,FALSE,JUDGE-20,0.760254494,7,Bailable,FIR-496/2025,0,,FALSE,927,22,16.45
